Author,Description,Gener,title
"Narendra Singh, Jyoti Sahani, Sonam Jaiswal","SALIENT FEATURESThe salient features of this book are as follows: This book ÄúVisual ArtsÄù for class IX, based on the NCERT syllabus, is a composition of variety of art forms to train the learners to become successful artists. It is prepared by some basic building blocks such as a painting, a drawing, a sculpture, a collage or a photograph. This book has been written in a simple and cohesive manner. Basic elements of Art such as line, colour, shape, form, space and texture have properly been explained. Principles of Art such as unity, balance, rhythm, harmony, proportion, emphasis, contrast, pattern variety and movement have also been explained. It is composed of two-dimensional and three-dimensional art works enabling the learners to use variety of tools and instruments. In two-dimensional or pictorial activities drawing and painting, collage making, printing photography and computer graphics and in three-dimensional or sculptural activities clay modelling and pottery, carving and sculpture and construction have been incorporated. This book will enable the learners to have a deeper understanding of human behaviour, diversity, culture and history and encourage them to develop creative expressions and sharpen their skills through keen observation of the surroundings.",School Textbook  ,Visual Arts-10: A Complete and Step-by-step Series on Drawing - A Complete and Step-by-step Series on Drawing
Ibbotson Eva,"Monster Mission by Eva Ibbotson is a fun fantasy adventure full of fantastical creatures and mythical monsters! 'We must kidnap some children,' announced Aunt Etta. 'Young, strong ones. It will be dangerous, but it must be done.' Three children are stolen and taken to a bizarre island, which is home to some extraordinary creatures - including mermaids, selkies and the legendary kraken. The island is the base for a very mysterious mission. But the magical adventure is cut short when the island is suddenly under siege. Can the children save themselves and their new friends? 'Funny, gripping, charming and completely irresistible' Amanda Craig",Juvenile Fiction  ,Monster Mission
William Shakespeare Watts Shakespeare,"Two star-crossed lovers decide to ignore their familiesÄô feud and marry each other. Romeo and Juliet is the Bard of AvonÄôs most famous play and the most famous love story ever written.Summary of the BookThe Capulets and the Montagues never seem to get along. Indeed, their incessant squabbles appear to have no end. They will stop at nothing to destroy the other family, and their feud carried over to their children. However, two young members of these families seem to see otherwise. When Romeo Montague sneaks into a ball hosted by the Capulets, he spots the young and beautiful Juliet, falling in love with her at first sight. He is swiftly spotted and he makes a run for it, escaping the Capulets just barely. However, he returns to the house, climbing into the garden near JulietÄôs bedroom. He calls out to her and serenades her with his promise of love everlasting from the balcony. Juliet falls to his charisma and honesty, and together, these lovers decide to run away and get married. They approach the Friar Laurence who hopes that their union will end the feud forever, but he fears what will happen if either family discovers their affair before they can tie the knot. This is ShakespeareÄôs most famous play.About William ShakespeareWilliam Shakespeare was an English poet, playwright and writer. Best remembered for his plays, he is called England's national poet and the ""Bard of Avon"".Shakespeare's plays have been adapted into several movies, and they are enacted in theatres around the world even to this day, centuries after his death. His works came to the spotlight in the Nineteenth century and he was idolized by the Romantics. A prolific writer and poet, he is also known for his poems, mainly the Sonnets.",Drama  ,Romeo and Juliet
Rao Shobha,"'A treat for Ferrante fans, exploring the bonds of friendship and how female ambition beats against the strictures of poverty and patriarchal societies' Huffington Post An electrifying debut novel - the story of the unbreakable bond between two girls driven apart, and their journeys across continents to find each other again. Poornima and Savitha, born in poverty, have known little kindness in their lives until they meet as teenagers. When an act of devastating cruelty drives Savitha away, Poornima leaves behind everything she has ever known to find her friend. Alternating between the girls' perspectives as they face apparently insurmountable obstacles on their travels through the darkest corners of India's underworld and across an ocean, Girls Burn Brighter introduces two heroines who refuse to lose the hope that burns within.",Fiction  ,Girls Burn Brighter - A Novel
Moore Alan,"Joker is the man whom we all love to hate. His insanity is what makes you wonder whether it is contagious. In Batman : The Killing Joke, the Joker tries to manipulate and push people to the brim in hope that theyÄôll turn insane.Summary of the BookJokerÄôs insanity has human perseverance are revealed in The Batman : The Killing Joke. Joker believes that any human being when pushed beyond a certain point can go mad, which is what he tries to do with Commissioner Gordon. The joker kidnaps Gordon before which he shoots and paralyzes his daughter Barbara.Joker tries to attack the commissionerÄôs mind and drive him to the point of going insane. Gordon doesnÄôt fall for JokerÄôs plot and maintains his composure with the help of†Batman in order to beat the crazy man.About Alan MooreAlan Moore is an English author and is famous for his comic books work. He has penned down books like Alan Moore's Another Suburban Romance, Promethea - Book 02 of the Groundbreaking New Series and The League of Extraordinary Gentlemen Volume III: Century #3 2009.",Comics & Graphic Novels  ,"Batman The Killing Joke, Deluxe Edition"
Dames Nicholas,"How did the Victorians read novels? Nicholas Dames answers that deceptively simple question by revealing a now-forgotten range of nineteenth-century theories of the novel, a range based in a study of human physiology during the act of reading, He demonstrates the ways in which the Victorians thought they read, and uncovers surprising responses to the question of what might have transpired in the minds and bodies of readers of Victorian fiction. His detailed studiesof novel critics who were also interested in neurological science, combined with readings of novels by Thackeray, Eliot, Meredith, and Gissing, propose a vision of the Victorian novel-reader as far from the quietly immersed being we now imagine - as instead a reader whose nervous system wasaddressed, attacked, and soothed by authors newly aware of the neural operations of their public. Rich in unexpected intersections, from the British response to Wagnerian opera to the birth of speed-reading in the late nineteenth century, The Physiology of the Novel challenges our assumptions about what novel-reading once did, and still does, to the individual reader, and provides new answers to the question of how novels influenced a culture's way of reading, responding, and feeling.",Fiction  ,The Physiology of the Novel
Wein Toni,"British Identities, Heroic Nationalisms, and the Gothic Novel, 1764-1824 considers three interlocking developments of this period: the emergence of the Gothic novel at a time when national upheavals required the construction of a new nationalist identity, the Gothic novel's redefinition of heroes and heroism in that nationalist debate, and changes within class and gender as well as audience and author relations. The scope of this study extends beyond the confines of the novel proper to include chapbooks and illustrated redactions.",Literary Criticism  ,"British Identities, Heroic Nationalisms, and the Gothic Novel, 1764-1824"
Deshpande Sanjay,"Prince Meluha's idyllic empire at the heart of the Indus Valley Civilization finds itself threatened by an invader. Find out if he can risk all In Defence Of The Realm in this breathtakingly illustrated graphic novel.Summary of the BookThe Indus Valley Civilization has existed for ages, its power resting in five great cities which boast wealth and riches that empires such as the Mesopotamian and the Egyptian can only dream of. Meluha, the crown prince of Dholavira has lived a restful life, and believes that nothing can threaten his empire's existence. When a power-hungry Akkadian ruler turns his eyes to the east, Meluha discovers his life and people threatened by a juggernaut so awesome that his very name sends shivers down his spine. After all, Sargon is nearly legendary in his unquenchable thirst for expansion. With his array of weapons of mass destruction, Sargon threatens the peace of the Indus Valley Civilization, and perhaps its very existence. Will Meluha be able to fend off the Akkadians, or will the Indus Valley Civilization be swept from the face of the Earth, cast into oblivion?About the AuthorsSanjay Deshpande is an Indian author, archeologist and heritage consultant. A graduate of the Universities of Toronto and Texas, he found his love for archeology when offered a chance to be a part of the Archeological Survey of India's excavation at the five millennia old Harappan city of Dholavira on the island of Khadir in the Great Rann of Kutch. He enjoys unearthing the secrets of history and telling the story that lies beneath, once lost to us all.Lalit Kumar Sharma is an Indian artist and graphic comic illustrator. He draws his inspiration from science and nature, and his illustrations have been featured in graphic novels from Campfire, two of which are†Alibaba and the Forty Gangsters and Leonardo da Vinci.†",Juvenile Fiction  ,In Defence of the Realm
Reeve N. H.,"This critical introduction to Warner's writings aims to rehabilitate them from neglect by discussing the development of his ideas and their problematic relationship with the fictional forms through which he articulated them - a relationship which deepens his ostensibly straightforward narratives, and which raises questions of continuing literary interest.",Fiction  ,The Novels of Rex Warner
Hutchby Marc,"In this thesis, the author investigates the chemistry and application of molecules containing urea and amide bonds. These bonds are some of the strongest known and are fundamental to biological processes. The author describes his discovery that sterically hindered ureas undergo solvolysis at room temperature under neutral conditions. This is a remarkable finding, since ureas are inert under these conditions and a general rule of chemistry is that hindered substrates are less reactive. Remarkably, the author translates these results to the correspondingly sterically hindered amides. This thesis has resulted in a number of outstanding publications in high profile journals. The unique method for breaking urea and amide bonds developed in this study is likely to have far reaching consequences for biological protein manipulation.",Science  ,Novel Synthetic Chemistry of Ureas and Amides
Porosky Peter H.,"This book is designed so as to provide within one cover everything a novelist needs to begin a longer work of fiction. Its basic approach is both directive and prescriptive, but it is also flexible enough to account for all the possible modes and genres from children's fairy-tale to mainstream best-seller. It is the type of book that could be a self-help 'How-To' work for the individual writer, as well as a useful tool for the creative writing classroom.",Reference  ,Beginning the Novel
O'Toole Sean,"This book offers new perspectives on the concept of habit in the nineteenth-century novel, delineating the complex, changing significance of the term and exploring the ways in which its meanings play out in a range of narratives, from Dickens to James.",Fiction  ,"Habit in the English Novel, 1850-1900"
Frank Herbert,"The epic that began with the Hugo and Nebula Award-winning classic DUNE continues . . .More than three thousand years have passed since the first events recorded in DUNE. Only one link survives with those tumultuous times: the grotesque figure of Leto Atreides, son of the prophet Paul Muad'Dib, and now the virtually immortal God Emperor of Dune.He alone understands the future, and he knows with a terrible certainty that the evolution of his race is at an end unless he can breed new qualities into his species. But to achieve his final victory, Leto Atreides must also bring about his own downfall . . .About the AuthorFrank Herbert (1920-86) was born in Tacoma, Washington and worked as a reporter and later editor of a number of West Coast newspapers before becoming a full-time writer. His first SF story was published in 1952 but he achieved fame more than ten years later with the publication in Analog of 'Dune World' and 'The Prophet of Dune' that were amalgamated in the novel Dune in 1965.",Fiction  ,God Emperor Of Dune: The Fourth Dune Novel
