Author,Description,Gener,title
,,,
Harriet Beecher Stowe,"""And, perhaps, among us may be found generous spirits, who do not estimate honor and justice by dollars and cents."" Arthur Shelby, a Kentucky farmer, is heavily in debt. While on the verge of losing his farm and everything else that he owns, Shelby decides to cope up with the financial crisis by selling two of his slaves-the middle-aged Uncle Tom whose faith is unwavering and, the son of Mrs. Emily Shelby's maid Eliza, Harry-to a gruff slave trader named Haley for money. But the Shelby family shares a warm and affectionate relationship with their slaves. What happens when Eliza, who was promised by the virtuous Mrs. Emily Shelby that her son would never be sold, comes to know of the arrangement? A heart-wrenching tale giving insights into the lives of the African American slaves in the pre-Civil War America, Harriet Beecher Stowe's Uncle Tom's Cabin highlights the evils of slavery. At once fierce and stirring, the book is credited to have fanned the flames of the abolitionist cause. The bestselling novel and the second bestselling book of the nineteenth century after the Bible, Uncle Tom's Cabin continues to remain a significant part of American literature.About the AuthorBorn on June 14, 1811, in Litchfield, Connecticut, Harriet Elisabeth Beecher Stowe received a traditional academic education at her sister Catherine's school and studied classics and languages. She moved to Cincinnati, Ohio, when she was twenty-one. In Cincinnati, Stowe met several African Americans who had endured the Cincinnati riots of 1829, which took place between the Irish immigrants and the African Americans. Stowe also read a lot of abolitionist literature. She began writing a story about the evils of slavery based on the literature that she had read and her personal observations. The story was first serialized in Washington, D.C.'s abolitionist newspaper The National Era in 1851-52. It was published in book form in 1852 titled Uncle Tom's Cabin; or, Life Among the Lowly. The novel was a sensation when it came out and is considered to have helped ignite the Civil War. After her husband's death in 1886, Stowe's health started deteriorating. She breathed her last on July 1, 1896, aged eighty-five. An American abolitionist and a famous author, Harriet Beecher Stowe continues to remain an important figure in world literature.",Literature & Fiction  ,"Uncle Tom's Cabin - The Novel That Inflamed the Abolitionist Cause and Fueled the Events Leading to the American Civil War,  (English, Paperback, Harriet Beecher Stowe)"
,,,
"Beaumont De,Prince,Le,Marie,Jeanne",,Juvenile Fiction  ,"Om Illustrated Classics Beauty and the Beast,  (English, Hardcover, Beaumont De,Prince,Le,Marie,Jeanne)"
,,,
Ruddra Anshumani,,Comics & Graphic Novels  ,"Dorje'S Stripes,  (English, Paperback, Ruddra Anshumani)"
,,,
Herge,"Hergé’s Tintin and the Secret of the Unicorn is the 11th volume in the graphic novel series starring the Belgian journalist and his friends.Summary of the BookTintin buys an old model ship to gift to his friend Captain Haddock. He runs into two strangers, the model ship collector Ivan Ivanovitch Sakharine and a mysterious figure known as Barnaby, who try to convince him to sell it to them. Tintin refuses and returns home. He gifts it to Haddock the next day, who makes a startling admission. The ship is a model of the Unicorn, a 17th-century warship captained by his ancestor, Sir Francis Haddock. Tintin soon discovers that the model is linked to a centuries-old search for the treasure of the infamous pirate Red Rackham. Tintin and Haddock decide to look for the treasure, but to do so they will need to find two other models of the ship, one of which lies in the hands of an unscrupulous pair of antique dealers known as the Bird Brothers. If Tintin and Haddock don’t stay low, they will soon be marked for death.About HergéHergé, or Georges Prosper Remi, was a Belgian cartoonist best associated with his Tintin series. Among his other works are Quick &amp; Flupke and Jo, Zette and Jocko. His artistic style is an example of the distinct ligne claire style.The above title was adapted into a motion-capture film entitled The Adventures of Tintin: The Secret of the Unicorn directed by Steven Spielberg and produced by Peter Jackson.",Juvenile Fiction  ,"The Secret of the Unicorn,  (English, Paperback, Herge)"
,,,
Deslyons-J,"Captain Underpants is a children's graphic novel series, which revolves around two fourth graders.Summary of the BookThis series is about the adventures of George Beard and Harold Hutchins, two fourth graders, and Captain Underpants. Captain Underpants is the alter ego of George and Harold’s megalomaniacal principal, Mr. Krupp, after they hypnotize him.The series is a collection of 10 books and 3 spin-offs. It won the Disney Adventures Kids' Choice Award in 2007. The series has been translated in over 20 languages, with over 70 million books sold worldwide.  The box set has a collection of 11 books on the adventures of George and Harold with Captain Underpants. This box set will be thoroughly enjoyed by children aged between 8 and 12 years.About Dave PilkeyDav Pilkey is an American author and illustrator. He also uses the pen names George and Harold, which are the names of the two main characters of the Captain Underpants series. He lives near Seattle with his wife Sayuri. He has authored several comic series like The Dragon Series, Dumb Bunnies and Big Dog &amp; Little Dog.",History  ,"Oraison Funï¿½bre de Louis XIII, Prononcï¿½e ï¿½ Pontoise Le 27 Aout 1643, Par Jean Des Lyons,  (French, Paperback, Deslyons-J)"
,,,
SAWAN GUPTA,,Comics & Graphic Novels  ,"151 EPISODES OF THE RAMAYANA,  (ENGLISH, Paperback, SAWAN GUPTA)"
,,,
Bhatt Dhruv,,Comics & Graphic Novels  ,"Atarapi Novel,  (Hindi, Hardcover, Bhatt Dhruv)"
,,,
Rao Subba,,Juvenile Nonfiction  ,"Raman the Matchless Wit,  (English, Paperback, Rao Subba)"
,,,
unknown,"The Essence of India Collection (24 Single Titles + 2 Special Issues) is a compilation of books about Indian myth and folklore. It was released in 2011 by Amar Chitra Katha, an Indian comic book series. The set includes Indian mythological stories about Krishna, Mahabharata, Vishnu, Ganesha, Shakuntala, Shiva, and Parvati. It also includes stories about some famous figures from Indian history, such as Ashoka, Tenali Raman, Rana Pratap, Akbar, Bhagat Singh, Birbal, the Rani of Jhansi, Shivaji, Rabindranath Tagore, and J.C. Bose. Stories about historically significant sites such as the Elephanta caves, the Ellora caves, and the city of Delhi are also a part of the set. In all, the collection consists of 24 single titles. A couple of special titles, Valmiki’s Ramayana and Mahatma Gandhi, are also part of the collection.",Juvenile Nonfiction  ,"The Essence of India,  (English, Paperback, unknown)"
,,,
Om Book,,"9789380070568, 938007056X  ","Tintin The Red Rekham Ka Khazana (Hindi ) PB,  (English, Paperback, Om Book)"
,,,
Scholastic,"If you are a fan of comics and the wonderful world of superheroes, then this book will definitely satiate your reading senses. We've all followed the Marvel superhero contingent which includes the likes of Iron Man, the Hulk, Thor, Captain America and more.The Marvel Encyclopedia, as it is rightly named, is a book full of amazing stories of different Marvel characters. The book also gives exciting insights about some lesser known characters from the Marvel universe.",Children  ,"Marvel - Super Hero Encyclopedia,  (English, Hardcover, Scholastic)"
,,,
Om Books,,"9789380070575, 9380070578  ","Tintin The Seven Crystal Balls (Hindi),  (English, Paperback, Om Books)"
,,,
Anant Pai,"Ancient Tales of Wit and Wisdom (5 in 1) is a collection of five books published by Amar Chitra Katha, the well known Indian publisher of  comics for children.Summary Of The BookAncient Tales of Wit and Wisdom (5 in 1), composed by Anant Pai, is a collection some of the most famous folktales of India. The stories included in the book are A Bag of Gold Coins, Choice of Friends, How Friends are Parted, The Tiger and Woodpecker, and Friend and Foes. The tales in this collection are taken from varied sources including The Hitopadesha, The Mahabharata, and the Persian version of The Panchatantra. The humorous story of The Tiger and the Woodpecker is taken from the Keyurabahu Charitramu written by the Telugu poet Manchana. Children will have something good to learn from all the stories included in the book. The book is packed with beautiful and colorful illustrations, which will make it an interesting read for children.About Anant PaiAnant Pai was the former editor of Amar Chitra Katha. He is best known for pioneering Indian comics and creating Amar Chitra Katha and Tinkle magazine.Uncle Pai, as his fans call him, received much acclaim for his work, including the Yudhvir Memorial Award in Hyderabad, Maharashtra Rajya Hindi Sahitya Academy Award, Lifetime Achievement Award – at the First Indian Comic Convention, New Delhi and Karpoorchand Puraskar of Uttar Pradesh Bal Kalyan Sansthan.","9788189999193, 8189999192  ","Ancient Tales of Wit and Wisdom (5 in 1),  (English, Hardcover, Anant Pai)"
,,,
Chandrakant Kamala,,Juvenile Fiction  ,"Rani Durgavati,  (English, Paperback, Chandrakant Kamala)"
,,,
Kusaka Hidenori,"Awesome adventures inspired by the best-selling Pokemon X and Y video games! All your favorite Pokemon game characters jump out of the screen into the pages of this action-packed manga! X was a Pokemon Trainer child prodigy. But now he's depressed and hides in his room avoiding everyone-including his best friend Y. An attack on their hometown by Legendary Pokemon Xerneas and Yveltal, led by Team Flare, forces X outside... Now what? After his plan fails and Korrina's Key Stone is stolen, X retreats from the world again, this time holing up in the hollow of a tree. Can anything-or anybody- coax him out once more? Then, our ragtag band of heroes finally finds Team Flare's secret headquarters. But is it already too late...? Can our friends prevent Lysandre from firing the Ultimate Weapon?!",Juvenile Fiction  ,"Pokemon X*Y, Vol. 7,  (English, Paperback, Kusaka Hidenori)"
,,,
Pai Anant,,Juvenile Fiction  ,"Tinkle Double Digest No. 25,  (English, Paperback, Pai Anant)"
,,,
unknown,"Further Tales from the Jatakas, published by Amar Chitra Katha, is a delightful collection of 3 stories from the huge body of literature native to India.Summary of the BookThis book, published as a part of 3-in-1 series by Amar Chitra Katha, contains the following titles: The Magic Chant, The Giant and the Dwarf, and The Precious Gem. The tales have captivating illustrations for children aged between 9 and 14, and contain a moral message that induces values in the young minds.About Anant PaiAnant Pai was the former editor of Amar Chitra Katha. He is best known for pioneering Indian comics and creating Amar Chitra Katha and the famous Tinkle magazine. Uncle Pai, as his fans call him, received much acclaim for his work, including the Yudhvir Memorial Foundation Award in Hyderabad, Maharashtra Rajya Hindi Sahitya Academy Award, and Lifetime Achievement Award at the First Indian Comic Convention, New Delhi.About Amar Chitra KathaAmar Chitra Katha is an Indian publishing house majorly known for its publication of graphic novels and comics about Indian mythology. It was founded by Anant Pai.",Juvenile Nonfiction  ,"Further Tales from the Jatakas,  (English, Paperback, unknown)"
,,,
Singh Srijan Pal,,Business & Economics  ,"The Black Tiger - Defeating India's Corrupted and Realising Kalam's Dream of a Corruption - Free India,  (English, Paperback, Singh Srijan Pal)"
,,,
Disney,"Minnie Red Riding Hood's grandmother has a bad cold, so Minnie makes her some cookies and pays her a visit. On the way she meets Big Bad Pete who has a crafty plan up his sleeve.","9780143334415, 0143334417  ","Minnie Red Riding Hood,  (English, Hardcover, Disney)"
,,,
Anant Pai,"It is little wonder that Indra was the lord of all gods - he displayed the true characteristics of a perfect leader. It was his diligence and eye for detail that ensured that only the virtuous were given god-like status. Arrogance and impatience were soon corrected. But, most importantly, as a leader, Lord Indra strove to be worthy of his position. Though references of Indra occur in Hindu scriptures from Vedic times to the medieval age, there had been a gradual erosion in his importance. The Vedic Indra, wielder of the thunderbolt, was among the most important deities, but by the Puranic period, he had become almost a vassal of the Trimurti","9788189999056, 8189999052  ","Indra And Shibi,  (English, Paperback, Anant Pai)"
,,,
unknown,"Join Geronimo Stilton as he journeys to rocky Arizona in Flight of the Red Bandit, a story for children of all ages.Summary of the BookIn an attempt to fend off his inability to write, Geronimo Stilton goes on a hunt for Grandfather Short Paws's old friend, the Red Bandit. His hunt takes him to rocky Arizona, where a little mouse can possibly have no chance against the cliffs. Watch out, Geronimo! There's an eagle behind you, and he looks hungry.About Geronimo StiltonGeronimo Stilton, a talking mouse, is a best-selling author living in New Mouse City. He works as a journalist and editor for The Rodent’s Gazette.Geronimo Stilton was created by Elisabetta Dami and popularized in a series of novels published by Edizioni Piemme of Milan, Italy.Since the character’s conception, many writers have continued the series.",Juvenile Fiction  ,"Geronimo Stilton's Flight of the Red Bandit,  (English, Paperback, unknown)"
,,,
Sir Doyle Arthur Conan,"Summary of the BookThis book is a compilation of the four famous Sherlock Holmes novels known as A Study in Scarlet, The Sign of the Four, The Hound of the Baskervilles and The Valley of Fear. Sherlock Holmes has been one of the most beloved fictional characters ever created. Now enjoy the four crime novels in a single book. You will experience suspense, thrill and mystery - everything that made Sherlock Holmes stories a favourite. About the Author The master creator of Sherlock Holmes and many other short stories - Sir Arthur Ignatius Conan Doyle was a prolific British writer. His Sherlock Holmes stories are considered milestones in the field of crime fiction. Doyle’s non-Sherlockian works include fantasy and science fiction stories about Professor Challenger and humorous stories about the Napoleonic soldier Brigadier Gerard, as well as plays, romances, poetry, non-fiction and historical novels. ",Fiction  ,"The Complete Novel of Sherlock Holmes,  (English, Paperback, Sir Doyle Arthur Conan)"
,,,
Amrish Shah,"Edgy, Entertaining, Enriching, Love heals. A NGO field officer-Shyla learns about her father being an Indian Militant leader, who raped her mother (thats how she was born). She decides to hunt him down for revenge. Enroute she falls in love with a Forest smuggler, Neil with a do or die attitude. They both have a common mission, a common enemy, a sociopath with a deadly plan and a dreaded enemy of the state of Chhattisgarh in the heart of India. When two soulmates unite with equal daredevilry, against the cruelest Circumstances and fight their inner demons only to discover their true Calling, they are recognized as Tiger Mates. Find out who is your Tiger Mate.About the AuthorAmrish Shah is an Indian Author, Screenwriter and Filmmaker. Amrish is the Screenwritter for Bollywood Blockbuster DON 2, starring Sharukh Khan, which grossed fifty million dollars worldwide.","9781482836615, 1482836610  ","Tiger Mates - A Romantic Caper Novel,  (English, Hardcover, Amrish Shah)"
,,,
Marx Karl,,Political Science  ,"The Communist Manifesto,  (English, Paperback, Marx Karl)"
,,,
Amitava Kumar,"‘There is a buoyant energy and hilarity to this account of an Indian student seeking the wide world through the women he meets, but one laughs with growing unease as a darker undercurrent is slowly revealed.’ —Kiran DesaiThe Lovers is about a man in search of a love story. This man, our narrator, is Kailash—a new immigrant, eager to shine. His friends teasingly call him Kalashnikov, and sometimes AK-47, even AK. In his account of his years at a university in New York, AK takes us through the bittersweet arc of youth and love. There is discovery and disappointment. There are the brilliant women, Jennifer and Nina and Cai Yan. There is the political texture of campus life and the charismatic professor overseeing these young men and women, Ehsaan Ali (modelled on the real-life Eqbal Ahmad). Manifest in AK’s first years and first loves is the wild enthusiasm of youth, its idealism, chaotic desires and confusions.A decidedly modern novel that melds story and reportage, anecdote and annotation, picture and text, fragment and essay, The Lovers reminds us of the works of John Berger and Teju Cole. Funny, meditative, and shot through with waves of longing, the book explores feelings of discomfort about cultural misunderstandings and the lack of clarity between men and women. At heart though, it is an investigation of love—‘love despite, or in spite of; love beyond and across dividing lines’.",Erotic fiction  ,"THE LOVERS - A Novel,  (English, Hardcover, Amitava Kumar)"
,,,
Stilton Geronimo,"Geronimo Stilton is excited about visiting his Uncle. However, he did not realize that his uncle had called him for help in a stinky cheese situation.Summary of the BookIt was just another day for Geronimo Stilton and he was finishing off work so he could get home to his cozy crib. In the evening, he opened a letter from Uncle Stingysnout. It said that his uncle needed to see him immediately. He was quite excited about it and headed straight for Penny Pincher Castle. He was positive that this was going to be a fun visit and he needed a break. When he reached, he was in for an unpleasant surprise as Uncle Stingysnout put him straight to work. The vacation was terrible as it involved dealing with moldy mozzarella.About Geronimo StiltonGeronimo Stilton is the pseudonym of the famous Italian writer Elisabetta Dami. She has written the famous series of books on Geronimo Stilton. She co-owns the Italian based publishing company called Edizioni Piemme. She likes to get all her ideas through her travels to places around the world.",Juvenile Fiction  ,"Geronimo Stilton#57 The Stinky Cheese Vacation,  (English, Paperback, Stilton Geronimo)"
,,,
Atmaram H.,,Juvenile Nonfiction  ,"Bimbisara,  (English, Paperback, Atmaram H.)"
,,,
Goscinny,,Comics & Graphic Novels  ,"Britene Asterix (Comics),  (Bengali, Paperback, Goscinny)"
,,,
Pran's Features,"Chacha Chaudhary is a middle class Indian, frail but an extremely intelligent old man. . Chacha Chaudhary's attire includes his red turban, a wooden stick, a waistcoat with a double inside pocket and a pocket watch. His household consists of his wife Bini (Chachi), a faithful street dog called Rocket and a giant alien from Jupiter named Sabu. Chacha Chaudhary enjoys eating watermelon with relish but mangoes are his weakness and takes off for a walk with Sabu and Rocket, whenever Chachi nags him. When he takes off his turban, it is shown that he is completely bald. Everybody in town knows that whenever Chacha Chaudhary goes out with his family, he never locks the door of his house; but nobody has been successful in robbing his house. However, in certain stories, Chachi(his wife) has been seen locking the house. Sometimes his head or nose itches when any trouble is going to happen. t is said that "" Chacha Chaudhary's brain works faster than a computer"".","9789383990580, 9383990589  ","Chacha Chaudhary Fake Currency,  (English, Paperback, Pran's Features)"
,,,
Pegasus,,Story Book  ,"Ruskin Bond- The Blue Umbrella - Ruskin Bond,  (English, Paperback, Pegasus)"
,,,
Vageria Arpit,,Fiction  ,"I Still Think About You,  (English, Paperback, Vageria Arpit)"
,,,
Ato Quayson,The Cambridge Companion to the Postcolonial Novel,Academic and Professional  ,"The Cambridge Companion to the Postcolonial Novel,  (English, Paperback, Ato Quayson)"
,,,
Herge,"Tintin The Castafiore Emerald is about how trouble comes looking for Tintin in Marlinspike Hall in the form of Bianca Castafiore.Summary Of The BookTintin The Castafiore Emerald begins with Tintin and the Captain, who are enjoying a stroll through the woods. They see a gypsy camp nearby, and a woman from the camp tries to tell the Captain’s fortune. She warns of some misfortune, but does not specify what it is.Captain Haddock is upset when he discovers that the gypsies have been forced to camp near a garbage dump. He invites them to move into his own private grounds and find a good place to camp. Meanwhile, one of the steps in the marble staircase in the Hall is broken, but the builder does not respond to the calls from Marlinspike Hall. Just when the Captain settles down to enjoy a period of peace and quiet at the Hall, he learns that Bianca Castafiore, the Opera singer, is coming on a visit.The Captain panics and plans to leave for Italy, as it will safely free him of Castafiore. But, in his haste, he trips on the broken step and twists his ankle. He is confined to the house for a few weeks. Castafiore arrives, accompanied by her maid Irma, and her accompanist on the piano, Wagner. She also brings along a noisy parrot which she fondly presents to the Captain.Thus begins a period of torture for Captain Haddock. His plans for a period of rest and quiet vanishes. Just when he thinks things can't get any worse, a television crew arrives for an interview with Castafiore and creates chaos in the Hall. A magazine publishes a rumor linking Castafiore and the Captain. This results in a torrent of congratulatory messages from the Captain's friends, much to his chagrin.Then, Castafiore loses a precious emerald. The Thompson twins arrive to investigate, and promptly make the gypsies their prime suspects. But Tintin has suspicions in other directions, and pursues his own lines of investigation to find the emerald. He receives inspiration when he hears the title of a performance that Castafiore is about to give and realizes who the thief is.About HergeHerge is the pen name of Georges Prosper Remi, a Belgian cartoonist. He is most famous for his Tintin series of comic books. Other titles in the series include The Land of Black Gold, Tintin In Tibet, The Black Island, and Flight 714.Herge (Georges Remi) was born in Etterbeek, Belgium in 1907. He initially did illustrations and created comic strips for the Le Boy-Scout Belge magazine. Later, he began to develop a character called Tintin, a teenage reporter. The stories appeared in the children’s supplement of the Le XXe Siècle. Tintin is now one of the classics in the comic book genre. He was presented with many honours, including the Adamson Awards in 1971, Grand Prix Saint Michel of Brussels, and also has an asteroid named after him. Herge died in 1983 at the age of 75.","9781405206327, 1405206322  ","Tintin : Castafiore Emerald,  (English, Paperback, Herge)"
,,,
HERJE,,"9788177562378, 8177562371  ","Soviet Deshe Tintin,  (Bengali, Paperback, HERJE)"
,,,
"Martin Ann,M.",,Juvenile Fiction  ,"Baby-Sitters Club Graphix #2: The Truth About Stacey,  (English, Paperback, Martin Ann,M.)"
,,,
Stilton Geronimo,,Juvenile Fiction  ,"Geronimo Stilton Cavemice #12 - Paws Off the Pearl!,  (English, Paperback, Stilton Geronimo)"
,,,
Rajani Thindiath,"Tantri is a minister at the court of king Hooja in a kingdom called Hujli. He is the man who protects the King from danger and acts of treason-he is also the man behind them! Thats right. Tantri the Mantri wants to become the king of Hujli, by hook or by crook. Alas! All his plans to dethrone Hooja backfire on him in the most comical and bizarre ways. Frustrated by his ability to be a specialist in failure, Tantri is turning to the experts for help. Hes assembled a team of three renowned assassins to take out Raja Hooj. Why three you ask? Well, because they may have beaten the best but theyve never met Hooja. As Tantri stacks the odds heavily in his favour, will he snatch the crown from Hooja and watch his lifelong dream finally come true?","9789350855829, 9350855828  ","Tantri the Mantri - The Dream Team,  (English, Paperback, Rajani Thindiath)"
,,,
Pandey Ajay K.,"Summary of the BookHer Last Wish is an inspiring tale of love and heartbreak and it tests a man’s resilience after his girlfriend is diagnosed with a fatal disease. Vijay, who is overburdened with his father’s over expectations, finds love and luck when Aastha enters his life, eventually becoming his sole source of happiness in life. However, fate has other plans for him as she is diagnosed with a life-threatening disease. He takes it upon himself to fight for her life against all odds. In the process, his father also eventually sees his son struggling and joins him in the race against time and odds. Will they emerge victorious in this battle of life-and-death?About the AuthorAjay K Pandey is an Indian author who is known for his two bestselling novels - You are the Best Wife and Her Last Wish. Pandey is currently working for an IT company in Ghaziabad. Pandey married his college classmate and lover, Bhavana, in the year 2010. She passed away due to Septicemia. His first novel was written as a tribute to his wife. He has taken inspiration from real-life events to write his first novel which became a bestseller soon after it was published. ",Fiction  ,"Her Last Wish,  (English, Paperback, Pandey Ajay K.)"
,,,
Anonymous,,Literary Collections  ,"Babette Vivian. a Novel. by Christel.,  (English, Paperback / softback, Anonymous)"
,,,
,Easy to read book re-telling the classic Disney Stories. Beautiful Disney illustrations. Fun CD to listen to as you read-along with the story book,"9781445415536, 1445415534  ","DISNEY TOY STORY3 - 9781445415536,  (English, Hardcover)"
,,,
Sir Scott Walter,,History  ,"Waverly Novels, Volume 34,  (English, Paperback, Sir Scott Walter)"
,,,
Phillips Alexis,,Comics & Graphic Novels  ,"Mira's Way,  (English, Hardcover, Phillips Alexis)"
,,,
Anonymous Barbara,,History  ,"Florian's Husband. [A Novel by Barbara Gunn.],  (English, Paperback, Anonymous Barbara)"
,,,
Geoff Johns Andy Kubert,"Not a dream, not an imaginary story, not an elseworld. This is Flash Fact: When Barry Allen wakes at his desk, he discovers the world has changed. Family is alive, loved ones are strangers, and close friends are different, gone or worse. It's a world on the brink of a cataclysmic war - but where are Earth's Greatest Heroes to stop it? It's a place where America's last hope is Cyborg, who hopes to gather the forces of The Outsider, The Secret 7, S!H!A!Z!A!M!, Citizen Cold and other new and familiar-yetaltered faces! It's a world that could be running out of time, if The Flash can't find the villain who altered the time line! From the Hardcover edition.",Comics & Graphic Novels  ,"Flashpoint,  (English, Paperback, Geoff Johns Andy Kubert)"
,,,
Kahler Wolf-Michael,,Computers  ,"SPSS F r Windows,  (German, Paperback, Kahler Wolf-Michael)"
,,,
Arbuckle Wendall S.,"Ice cream, favorite food of millions. Rich and creamy, sweet and flavorful, pleasing to the palate and the eyes. How rewarding it is to learn about and write about ice cream. The many forms and flavors of these dispersions of tiny air bubbles, ice crystals, fat globules and casein micelles in thick, sweet-flavored syrup have the potential to provide the human sensory receptors with the highest levels of enjoyment. The study of the creation, production, and distribu- tion of ice cream is important to many people. This is why my forebears, Professors W. S. Arbuckle and J. H. Frandsen, wrote the earlier editions of Ice Cream. I am most pleased to have the opportunity to write the fifth edition. It is a complete revision of previous editions. Emphases have been placed on newest technologies and developments in science that affect the ice cream industry. Additionally, many changes took place in the realm of governmental control since the last edition, and these changes have been put in perspective for the reader. The contributions of the previous authors continue to play an important role in the organization and content of the book. However, with technology continuously moving forward and in the interest of clarity and brevity, I have elected to omit many of the older references from the book and suggest that those who wish to search the older literature consult a copy of the earlier editions.",Technology & Engineering  ,"Ice Cream,  (English, Paperback, Arbuckle Wendall S.)"
,,,
Mascotto Simone,,Science  ,"Preparation and Novel Characterization Ways of Mesoporous Metal Oxides,  (English, Paperback, Mascotto Simone)"
,,,
Grunert Klaus Gunter,"Innovation in new product development is a key factor in determining the success of a food company yet the area is fraught with risk, with failure rates in excess of 90% being common. Using a series of 12 European cases studies, this book examines the innovation process from agriculture through to retailer. Each example highlights a different aspect of innovation, and the lessons that can be learned from experience. It considers the important role that marketing as well as technical aspects play in the process.",Technology & Engineering  ,"Products and Process Innovation in the Food Industry,  (English, Paperback, Grunert Klaus Gunter)"
,,,
Saran Shyam,,Social Science  ,"How India Sees The World - Kautilya to the 21st Century,  (English, Hardcover, Saran Shyam)"
,,,
Georgie Vere Tyler,"This is an EXACT reproduction of a book published before 1923. This IS NOT an OCR'd book with strange characters, introduced typographical errors, and jumbled words. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.","9781146419994, 1146419996  ","The Daughter of a Rebel: A Novel,  (English, Paperback, Georgie Vere Tyler)"
,,,
Higashiyama Akira,"A new series of prose novels, straight from the worldwide Naruto franchise. Naruto's allies and enemies take center stage in these fast-paced adventures, which each volume focusing on a particular clanmate, ally, team...or villain. A year has passed since the Fourth Great Ninja War, and Kakashis appointment to Hokage looms. But first he heads to the Land of Waves for a dangerous mission rescuing hostages from a top-secret airship. There he confronts a ninja whose heart is frozen by tragedy. Having lost both his friend's eye and his greatest abilities, can Kakashi really protect anyone? What is the true meaning of the will of fire gained in the distant heavens? Kakashi finds these answers and more as he opens the door to a new ninja era.",Comics & Graphic Novels  ,"Naruto: Kakashi's Story,  (English, Paperback, Higashiyama Akira)"
,,,
Fernandes Luis,"Jataka Tales - Stories Of Wisdom, written by Luis M. Fernandes, is a story book on traditional Jataka tales. Jataka literature is filled with stories about Lord Buddha’s previous births and they are popular across India and other Southeast Asian countries where Buddhism is prevalent. The Jataka stories are generally about common people, simple things in life, villages, and travellers, and they are full of wisdom and morality. This volume is a compilation of several Jataka tales by Fernandes, and each story can teach us something about how to live a virtuous life. This enlightening book is ideal for children, as the author is able to narrate the stories in simple and clear language.Luis M Fernandes is a well-known Indian author writing books on Indian folk stories and the glorious Indian history. He has authored books like The Historic City Of Delhi, The Miraculous Conch, Hanuman To The Rescue, Manduka- The Accidental Astrologer, The Prince And The Magician, Crows And Owls, The Golden Mongoose, Jataka Tales: The Giant and The Dwarf, Jataka Tales: Tales of Misers, and The Fearless Boy.",Juvenile Nonfiction  ,"Stories of Wisdom,  (English, Paperback, Fernandes Luis)"
,,,
Riordan Rick,"CARTER AND SADIE KANE, descendants of the magical House of Life, are in pretty big trouble. Despite their bravest efforts, Apophis, the giant snake of Chaos, is still threatening to plunge the world into eternal darkness. Now the Kanes must do something no magician has ever managed - defeat Apophis himself. No pressure there then. Battling against the forces of Chaos, their only hope is an ancient spell - but the magic has been lost for a millennia. Will they find the serpent's shadow, or will they be led to their deaths in the depths of the Underworld?",Juvenile Fiction  ,"The Serpent's Shadow: The Graphic Novel (The Kane Chronicles Book 3),  (English, Paperback, Riordan Rick)"
,,,
Essomba Fouda Simplice Magloire,,Language Arts & Disciplines  ,"Ultimate Attainment in Novel Language Phonology in an L2 Setting,  (English, Paperback, Essomba Fouda Simplice Magloire)"
,,,
Bonnet Rosalinde,"This is a warmly illustrated picture book of favourite nursery rhymes. Boys and girls will love to read and hear these classic nursery rhymes, including Humpty Dumpty, Little Jack Horner, Mary, Mary, Quite Contrary and Baa, Baa Black Sheep. Strong tabs allow rhymes to be located quickly and easily, making the book look and feel even more luxurious.",Juvenile Fiction  ,"The Usborne Nursery Rhyme Picture Book,  (English, Hardcover, Bonnet Rosalinde)"
,,,
Sanders A.,,Literary Criticism  ,"The Victorian Historical Novel 1840-1880,  (English, Paperback, Sanders A.)"
,,,
unknown,"Data-mining has become a popular research topic in recent years for the treatment of the ""data rich and information poor"" syndrome. Currently, application oriented engineers are only concerned with their immediate problems, which results in an ad hoc method of problem solving. Researchers, on the other hand, lack an understanding of the practical issues of data-mining for real-world problems and often concentrate on issues that are of no significance to the practitioners. In this volume, we hope to remedy problems by (1) presenting a theoretical foundation of data-mining, and (2) providing important new directions for data-mining research. A set of well respected data mining theoreticians were invited to present their views on the fundamental science of data mining. We have also called on researchers with practical data mining experiences to present new important data-mining topics.",Mathematics  ,"Foundations and Novel Approaches in Data Mining,  (English, Hardcover, unknown)"
,,,
unknown,"Disney Learning’s 3-D encyclopedia, the Wonderful World of Animals: Birds is packed with stunning 3-D photographs accompanied by delightful Disney character illustrations. The volume helps children discover the many fascinations of the world of birds. Created to appeal to a child’s natural curiosity about birds, the book easily engages young readers with its clear organization and straightforward question and answer format.The volume helps children discover the many fascinations of the world of birds. Created to appeal to a child’s natural curiosity about birds, the book easily engages young readers with its clear organization and straightforward question and answer format.","9789382187585, 9382187588  ","Wonderful World of Animals,  (English, Undefined, unknown)"
,,,
