Author,Description,Gener,title
Komi Naoshi,"Love triangle! Comedic antics!! Gang warfare?! You won't want to miss out on Weekly Shonen Jump's laugh-out-loud feel-good manga series! It's hate at first sight when Raku Ichijo first meets Chitoge Kirisaki. But much to their chagrin, the two are forced into a false love relationship to keep the peace between their feuding gangster families. Meanwhile, Raku's still hung up on the girl he made a promise to ten years ago, keeping a pendant around his neck as a memento. The girl, in turn, holds the key that opens the pendant. To Raku's surprise, he discovers two girls have keys from a promise they also make ten years ago, Chitoge and his current crush Onodera! Making matters worse, another girl with a key appears on the scene...",Comics & Graphic Novels  ,"Nisekoi: False Love, Vol. 4,  (English, Paperback, Komi Naoshi)"
Geoff Johns Ethan Van Sciver,"Flash: Rebirth brings back Barry Allen, The Fastest Man Alive, from the dead. Now in the 21st century, Barry must come to terms with the changes and reclaim his title.Summary of the BookDuring the mythos-changing event that ended the Silver Age of Comics known as Crisis on Infinite Earths, Barry Allen, the Flash, died to save the multiverse from the Anti-Monitor. Now, in the 21st century, Barry has returned to life. With his return, the other users of the Speed Force begin to experience strange tragedies. Barry begins to experience the price of old age as he continues to push his body harder in his quest for speed. He believes he has returned to find his mother’s murderer and clear his father’s name. In his quest for answers, he will find answers to another question every Flash has long since pondered: what is the Speed Force? Also, Barry doesn’t know it yet but his age-old nemesis stands at the very centre of his return: the diabolical Dr. Zoom.About the AuthorsGeoff Johns and Ethan Van Sciver have worked at DC Comics for several years.Johns is the Chief Creative Officer at DC Comics. He is known for Batman #606-607, Batman: Gotham Knights #49, DC Comics Presents: Batman, Blackest Night #0-8, Countdown to Infinite Crisis and Infinite Crisis #1-7 among many other works.Ethan is known for his art, which is featured on several flagship titles at DC, including Green Lantern and Superman/Batman.",Comics & Graphic Novels  ,"Flash: Rebirth,  (English, Paperback, Geoff Johns Ethan Van Sciver)"
Herge,"Flight 714 is about to take off, but at the last minute, Tintin and his friends are offered a ride on the private jet of eccentric millionaire Laszlo Carreidas. But why is Carreidas’ secretary so twitchy? And can Carreidas be trusted after a remarkable victory in a game of Battleships? Tintin is about to find out!",Juvenile Fiction  ,"Flight 714 to Sydney,  (English, Hardcover, Herge)"
Meera Ugra,"Mahiravana, son of demon king Ravana, ruled in the lower world. He possessed great magical powers. As Ravana faced defeats in his war with Rama, he called Mahiravana to help him. Demon Mahiravana employed all his skills and powers to fight and even to take away the heroes Rama and Lakshmana. Hanuman, the superman ape was pitted against the demon. He used his enormous tail for protecting his heroes'. In spite of being tricked a few times, Hanuman proves more than a match for Mahiravana in the end. This tale of the tail is taken from the 15th century Bengali Ramayana of Krittivaasa. Other Related Titles Are Ravana Humbled, Rama, Hanuman, Kumbhakarna, The Lord of the Lanka, Ramayana","9788189999452, 8189999451  ","Mahiravana,  (English, Paperback, Meera Ugra)"
Lincoln Peirce,"Big Nate is big news! Big Nate books have sold more than 4.5 million copies and been on the New York Times best-seller list for more than a year. To sixth-grader Nate Wright, life is one big game. So when he suits up for any sport, he does it with an unmistakable swagger. From fine-tuning his trash-talking skills on the basketball court to his cocky 'tude in the soccer goal, Nate can be a bigger challenge to his teammates than their opponents. Enjoy Nate and his friends' mostly hapless sports encounters through not-always-highlight-reel moments in the all-color Big Nate: Game On. Includes poster.",Juvenile Fiction  ,"Game On!,  (English, Paperback, Lincoln Peirce)"
Herge,"This book features Professor Calculus, the well-known genius in the world of Tintin, who tries to send the first man to land on the moon, funded by a consortium in Klow. Tintin, Captain Haddock, and Snowy are called by the Professor to help him with the mission, as a group of people try to sabotage the same.Summary Of The BookTintin, Captain Haddock and Snowy have just returned from one of their many adventures when they are met with the news that their dear friend Professor Calculus has asked them to meet him on an urgent basis in Syldavia. He is in the capital of Syldavia, a city named Klow, and is working, along with the government, on an ambitious and risky programme. On meeting Professor Calculus, they get to know that he has planned an exploration to the Moon, and is currently designing a rocket for the journey. He has invited them to join him in his adventure.Beneath the Sprodj Centre is a land rich in the radioactive element uranium. The Syldavian government and Professor Calculus wish to use this uranium to benefit the entire mankind—they want to explore a magnificent part of the space. But aggressive and evil foreign powers are hell bent on making this difficult for them by planning and plotting to hijack this technology to fulfil their selfish motives which will lead to a catastrophic end.Professor Calculus will achieve his goal, come hail or storm. He wants to reach the moon and needs a companion for the eventful journey too. Will his determination and research pay off? Will he find a friend who is willing to take the huge plunge with him?Hergé wrote this adventure 16 years before the first successful mission to the moon and was lauded for getting many of the facts regarding the landing uncannily right, well before its time. The story in this book is continued in the next book of the series, Explorers On The Moon.About HergéHergé is the pen name for Georges Prosper Remi, who was born on 22nd May, 1907. He was a Belgian comics writer and an illustrator. He is best known for The Adventures of Tintin series, for which he wrote 23 completed comic books from 1929 until his death.He is famously known for his multiple comic book series such as Quick and Flupke (1930-1940), Popol Out West (1934), Jo, Zette and Jocko (1936-1957), and They Explored The Moon (1969).It was in his early years that Hergé developed a love of cinema, particularly favouring Winsor McCay's animated film Gertie the Dinosaur and the films featuring Charlie Chaplin, Harry Langdon and Buster Keaton; his later work in the comic strip medium displayed an obvious influence from these early films in style and content. During the Second World War, when Hergé was still writing the Adventures of Tintin series, he placed more emphasis on characters than plot, and indeed Tintin's most memorable companions, Captain Haddock and Cuthbert Calculus, were introduced at this time.He was born in his parents' home in Etterbeek, Brussels, a central suburb in the capital city of Belgium. He is one of Belgium’s national heroes. He married twice—to Germaine Kieckens and to Fanny Vlamynck. Hergé died on the 3rd of March, 1983.","9781405206273, 1405206276  ","The Adventures Of Tintin: Destination Moon,  (English, Paperback, Herge)"
Maryemma Graham,"The Cambridge Companion to the African American Novel presents new essays covering the one hundred and fifty year history of the African American novel. Experts in the field from the US and Europe address some of the major issues in the genre: passing, the Protest novel, the Blues novel, and womanism among others. The essays are full of fresh insights for students into the symbolic, aesthetic, and political function of canonical and non-canonical fiction. Chapters examine works by Ralph Ellison, Leon Forrest, Toni Morrison, Ishmael Reed, Alice Walker, John Edgar Wideman, and many others. They reflect a range of critical methods intended to prompt new and experienced readers to consider the African American novel as a cultural and literary act of extraordinary significance. This volume, including a chronology and guide to further reading, is an important resource for students and teachers alike.","9780521016377, 0521016371  ","The Cambridge Companion to the African American Novel illustrated edition Edition,  (English, Paperback, Maryemma Graham)"
Kay Stockham,"Can you love someone and still be free? Emma Wyatt agrees to tutor a recently blinded, embittered soldier because of the $50,000 paycheck his brother offers. Blind herself, Emma dreams of independence and freedom away from her overprotective family. But when she's attracted to her student, she fears falling for him means giving up her dreams. Can you protect someone who you cannot see? Good soldiers show no weakness. Ian MacGregor holds his battle with claustrophobia close to his chest, unsuccessfully trying to cope on his own. He's lost in the dark and struggling to accept his fate. Ian knows duty, honor, serving his country. Ian's desire for Emma is overshadowed by the danger lurking around them. Emma would be better off with someone else. Someone sighted. Someone able to protect her from the person determined to keep them apart. ""Blind Man's Bluff is a book that grabs hold of your heartstrings and keeps you turning the pages until you sigh with contentment at the end. Strong characters, a fabulous story! In my opinion, you can't go wrong, a definite 'keeper.'"" Best-selling Author Catherine Anderson ""Kay Stockham's stories are at once sweet and sexy, deeply emotional, and sprinkled lightly with suspense for good measure. Everything you could want in a book and more."" Award-winning author Toni Blake",2012,"Blind Man's Bluff: A Stone Gap Mountain Novel,  (Paperback, Kay Stockham)"
Peirce Lincoln,"Nate, the comic strip character, and his pals are back with more amusing plans for the sake of fun.Summary of the BookWhen they are not butting into each other, two heads are always better than just one. Nate and his pals are back to huddle up and discuss new ideas for fun. After all, it isn’t fun to brainstorm all alone. Nate Wright is an eleven-year-old who knows that he is destined for great success, and this keeps him going. He is a chess prodigy, and self-proclaimed genius, who is only in the sixth grade. He is also a record holder for detentions in school history. He is always getting into trouble with his teachers and his classmates. However, his confidence, attitude and personality have always made him a big hit among his fans.About Lincoln PeirceLincoln Peirce is an American cartoonist and is best known as the creator of the Big Nate comic strip. He attended Colby College in Maine, where he created a weekly comic strip called ‘Third Floor’ for the school newspaper. He later earned a college degree from Brooklyn College. He also studied in The Skowhegan School of Painting and Sculpture. He has written several animated shorts for Cartoon Network and Nickelodeon.",Juvenile Fiction  ,"Big Nate: Great Minds Think Alike,  (English, Paperback, Peirce Lincoln)"
Herge,"King Ottokar’s Sceptre is a graphic novel by Herge, and it is the eighth volume to feature the Belgian journalist Tintin.Summary of the BookWhen Tintin finds a lost briefcase in a park, he tracks it back to its owner. He is surprised to learn that it belongs to the sigillographer Professor Hector Alembick, who is about to travel to the Balkan nation of Syldavia. However, the Professor is being followed by spies, and Tintin follows these spies to a nearby Syldavian restaurant. A man who offers to be his confidante, but when Tintin goes to see him, he is unconscious. To keep ahead of the spies, Tintin accompanies the Professor on his journey. When he reaches Syldavia, he realizes that the Professor is acting out of character and he may be an imposter. At the very centre of this intricate situation is a plot to overthrow the monarchy of King Muskar XII.About HergéGeorges Prosper Remi, better known as Hergé, was a Belgian cartoonist best known for creating the characters in the Tintin comics series. He completed 23 books in the series and is best remembered for Tintin in Tibet and Prisoners of the Sun.After working for a brief stint at various newspapers, he started serialization of the Tintin stories in 1929. He is considered to have greatly influenced the world of comics, majorly European comics, and was included in the Harvey Award Jack Kirby Hall of Fame and the Eisner Award Hall of Fame as the Judge's choice. The Tintin series has since been adapted into two TV series, one radio series and five full-length movies, including a 2001 hit movie directed by Steven Spielberg.Series Reading OrderThis book follows The Black Island. Tintin’s adventures continue in Land of Black Gold and The Crab with the Golden Claws.",Juvenile Fiction  ,"King Ottokar's Sceptre - King Ottokar's Sceptre,  (English, Paperback, Herge)"
Herge,"Tintin: The Secret of the Unicorn is the eleventh title in The Adventures of Tintin series.Summary of the BookIn this book, the young reporter Tintin, his dog Snowy, and his buddy Captain Haddock find a puzzle left by Haddock’s ancestor, Sir Francis Haddock of the 17th century. It could possibly lead them to a hidden treasure of the pirate Red Rackham. But Tintin and Haddock have to find three similar models of Sir Francis’s ship, the Unicorn. When they set out to find them, they come to know that there are a few criminals who are after these model ships and are ready to even kill for them! What course does the adventure take from there?About HergeHerge was the pen name of the Belgian illustrator and writer, Georges Prosper Remi. His most popular creation was Tintin. He also created another comic book series featuring two children and their pet monkey – Jo, Zette, and Jocko. Remi started his career creating illustrations for Belgian Scouting and Catholic magazines. He later worked for a Belgian newspaper, Le XXe Siecle, where he adopted the name Herge. The first volume, Tintin in the Land of the Soviets, appeared as a serial in the newspaper’s supplement.","9781405208109, 1405208104  ","Tintin : The Secret of the Unicorn,  (English, Hardcover, Herge)"
Hunter Erin,"Graystripe-the ThunderClan deputy-has been captured by Twolegs! He longs to go home to the forest and his Clan, and when he meets a feisty kittypet named Millie, she encourages him to search for his lost friends. But with the forest destroyed, and no clear path left to lead him, how will Graystripe find ThunderClan?",Juvenile Fiction  ,"Warriors Manga Box Set: Graystripe's Adventure,  (English, Paperback, Hunter Erin)"
Rajani Thandiath,A Tinkle Double Digest is two Tinkle Digests in one volume. These include the best stories of Tinkleover the years.,"9788184826920, 8184826923  ","Tinkle Double Digest No. 103,  (English, Paperback, Rajani Thandiath)"
Kamala Chandrakant,"Karna is the tragic hero of the Mahabharata. Born as a gift of the sun-god to maiden Kunti, he was abandoned by her. Found and brought up by a charioteer couple, he was denied the class that his mother's other sons, the Pandavas, belonged to. He achieved proficiency in archery, only to be cursed that on account of his 'lower' class, he would forget his skills at the most crucial point in the battle. Karna was rejected as contesting suitor for Draupadi, for the same lack of birth in a high family. The eldest of the Kauravas anointed him king for which Karna was loyal to him to the last. In the great war, he did not change sides at the request of Kunti even after she revealed the secret of his birth. As prophesied, in his battle against Arjuna, Karna's chariot broke down. Karna alighted to fix his chariot but was struck by Arjuna's arrows, who breaking all the rules of war, targeted an unarmed Karna. Kunti, the mother abandoning Karna in life, acknowledged him in death, by insisting the Pandavas pay ritual homage to him.","9788189999490, 8189999494  ","Karna,  (English, Paperback, Kamala Chandrakant)"
Kamala Chandrakant,"Chokha was a young boy when he first heard the call of the Lord. But all attempts to enter temples were thwarted by those who only saw him as a Mahar - an untouchable. However, Chokha's devotion was such that his heart became a temple, and he sang with purity and complete faith. Chokha Mela's Abhangs or verses echo to this day around the temples of Maharashtra.","9788184821611, 8184821611  ","Chokha Mela,  (English, Hardcover, Kamala Chandrakant)"
Tezuka Osamu,"In book four, unfulfilled by the teachings of renowned ascetics, Siddhartha agrees to follow Dhepa into the forest of trials. But the final ordeal of little Assjai proves to be his most poignant lesson.As Siddhartha searches his heart and yearns for his family, the Kosalans discover the true caste of their queen – a despised shudra, disguised as a noble kshatriya. For the insult, the Buddha’s homeland will pay dearly.Originated in the 1970s, Buddha is Osamu Tezuka's unparalleled rendition of the life and times of Prince Siddhartha.Tezuka's storytelling genius and consummate skill at visual expression blossom fully as he contextualizes the Buddha's ideas; with an emphasis on, action, emotion, humour and conflict as Prince Siddhartha runs away from home, travels across India and questions Hindu practices such as ascetic self-mutilation and caste oppression.Rather than recommend resignation and impassivity, Tezuka's Buddha predicates enlightenment upon recognizing the interconnectedness of life, having compassion for the suffering, and ordering one's life sensibly, his approach is slightly irreverent in that it incorporates something that Western commentators often eschew, namely, humour.About The AuthorOsamu Tezuka (1928-89) is the godfather of Japanese graphic novels. A genuine intellectual, deeply familiar with Western culture from the Bible to Goethe to Hollywood, Tezuka originally intended to become a doctor and received an M.D. Though many have followed his example, it is still Tezuka who draws the deepest awe with his sweeping vision, deftly intertwined plots, persuasive characters, feel for the workings of power, and above all, an indefatigable commitment to human dignity and the sanctity of life.",Comics & Graphic Novels  ,"The Forest of Uruvela,  (English, Paperback, Tezuka Osamu)"
Peirce Lincoln,"It's one, two, three strikes, you're out, as the Cream Puffs seek sweet revenge! Here come the Cream Puffs! Nate and his baseball team, saddled with the most embarrassing moniker in Little League history, want to show the world they're not just a bunch of cupcakes. But it won't be easy. Their opponents mock them. The local sports section misprints Nate's name-THREE TIMES. And now, on the day of the big game, illness and injuries have the team facing a crushing defeat . . . unless the unlikeliest Cream Puff of all can come in from the bullpen and save the day. With a softhearted pitcher who channels his inner panda, a vengeful girlfriend who swings for the fences, and a healthy dose of Nate Wright mojo, the Cream Puffs just might have what it takes to stage an epic comeback. So grab a glove, smear on some eyeblack, and get in the game. You don't want to miss a single moment of Revenge of the Cream Puffs!",Juvenile Fiction  ,"Big Nate: Revenge of the Cream Puffs,  (English, Paperback, Peirce Lincoln)"
Taira Kenji,"Uchiha Sasuke, the brooding loner who will do anything to avenge his clan and kill his older brother... Yes, this is his story, but with a hilarious twist! In Naruto: Chibi Sasuke's Sharingan Legend, the characters and story have been flipped on their heads, all for the sake of comedy! With his Taka teammates Suigetsu, Karin and Jugo, Sasuke travels the land and gets into all kinds of wacky adventures. This is a side of Sasuke you've never seen before. One bit of advice: do not mock the Uchiha! Elite ninja Uchiha Sasuke travels the land with his teammates, searching for his brother Itachi. Pillow fights, video games, Christmas parties... There's nothing this ninja won't do to avenge his clan!",Comics & Graphic Novels  ,"Naruto: Chibi Sasuke's Sharingan Legend, Vol. 1,  (English, Paperback, Taira Kenji)"
Narayan Debnath,"The well-illustrated hilarious stories of the duo Nante and Fante have a great appeal for children and adults alike as the young boys Nante and Fante, residing in a hostel, go about using their funny and shrewd ideas to tackle bullies, mischief-makers like Keltu and other such characters. Stories of Nanta Fante have been published in colorful 12 volumes.","9789380925202, 9380925204  ","Nante Fante Dhamaka,  (English, Paperback, Narayan Debnath)"
Rosen Lucy,Learn to read with Phonics Fun12-book programSimple stories full of exciting Super Hero actionBuilds a foundation for a lifetime of reading fun,Juvenile Fiction  ,"I Can Read Phonics,  (English, Paperback, Rosen Lucy)"
Dev Nadkarni,"The word Upanishad literally means 'sit down near' for the student had to sit close to the teacher to receive instructions. Perhaps, what brought the two still closer were the stories the Guru narrated. These stories provided a meaningful context for the topics under discussion. They also demonstrate that in those days knowledge was not the monopoly of any select group. Thus Janashruti, the ruler of the land, approaches the cart driver Raikva, with humility, to seek the highest truth.","9788184820478, 818482047X  ","Tales From The Upanishads,  (English, Paperback, Dev Nadkarni)"
Goscinny Rene,"A collaborator in ancient Gaul? Chief Cassius Ceramix has gone over to the Roman enemy. There's something very fishy going on, as Legionary Infirmofpurpus discovers when he is sent to spy on the Gauls disguised as a crab apple tree. But is that just a red herring? And what about the two concussed druids brewing colourful potions? One way or another, the fight for control of the village between Vitalstatistix and his rival is bound to be a knockout.",Comics & Graphic Novels  ,"Asterix: Asterix and the Big Fight,  (English, Paperback, Goscinny Rene)"
Ohba Tsugumi,"With Near openly suspecting the new L of being Kira and sowing doubt in the hearts of the taskforce members, Light is once again forced to pass the Death Note on to another to take the heat off himself. But this time, Kira chooses a disciple from among his true believers. With no way to contact his successor directly, Light must rely on his faithful follower's adherence to Kira's goals. Will this newest move bring Light's ideal world closer to reality? Or will losing control of the Death Note spell Light's doom?",Comics & Graphic Novels  ,"Death Note, Vol. 10,  (English, Paperback, Ohba Tsugumi)"
Manning Matthew,"Discovered in the Batcave, The Batman Files is Bruce Wayne's secret journal, containing all the intricate information needed to carry on his mission, just in case ... Batman is a cultural, super-hero icon. First introduced in 1939, the alter ego of Bruce Wayne has been known through countless DC comics, a TV series, and mega hit movies. Unearthed from the depths of the Batcave by Mathew K. Manning, The Batman Files begins with Wayne's childhood drawings and continues along a time line of significant events in Batman's life. Complete and authentic in every way possible, all of Batman's friends and foes--from Poison Ivy, Catwoman, the Riddler, and Penguin, to the Joker, Batgirl, Mr. Freeze, and of course, Robin--appear throughout the dossier to provide a framework of the Caped Crusader's entire career. Completely outlining Batman's war on crime, The Batman Files includes in-depth computer files, news articles, crime scene photos, blueprints, schematics, and actual maps of Gotham City that were collected, and in many cases even drawn, by the Caped Crusader himself.",Antiques & Collectibles  ,"The Batman Files,  (English, Hardcover, Manning Matthew)"
Chambers Robert W.,"With an Introduction by David Stuart Davies. 'I read it and reread it, and wept and laughed and trembled with horror which at all times assails me yet'. With its strange, imaginative blend of horror, science fiction, romance and lyrical prose, Robert W. Chambers' The King in Yellow is a classic masterpiece of weird fiction. This series of vaguely connected stories is linked by the presence of a monstrous and suppressed book which brings fright, madness and spectral tragedy to all those who read it. An air of futility and doom pervade these pages like a sweet insidious poison. Dare you read it? This collection has been called the most important book in American supernatural fiction between Poe and the moderns. H. P. Lovecraft, creator of the famed Cthulu mythos, whose own fiction was greatly influenced by this book stated that The King in Yellow 'achieves notable heights of cosmic fear'.",Fiction  ,"The King in Yellow,  (English, Paperback, Chambers Robert W.)"
Excel Entertainment Pvt. Ltd.,"The comics (Hindi and English) and graphic novel (English) titled DON: The Origin are the first part of a thrilling serialised story published by Om Books International in association with Excel Entertainment Pvt. Ltd. which is promoted by Ritesh Sidhwani and Farhan Akhtar, also the director of DON 2. USP The Comics and graphic novel are published in association with excel Entertainment Pvt. Ltd. Which is promoted by Ritesh Sidhwani and Farhan Akhar, also the director of Don 2  The comics is available in English and hindi  The Graphical novel is Available in English A gripping tale  Thrilling characters Engagingly recounted and presented  Nationwide marketing campaign Multi–City launches Well-planned media blitz","9789381607336, 9381607338  ","DON: The Origin,  (English, Paperback, Excel Entertainment Pvt. Ltd.)"
"Cox, Phil Roxbee","Published to support the Government\'s focus on learning through synthetic phonics in primary schools, this title features illustrations of Stephen Cartwright. It is intended for young learners.","9780746077214, 0746077211  ","HEN'S PENS - USBORNE PHONICS,  (English, Paperback, Cox, Phil Roxbee)"
Geronimo Stilton,The pack consists of following 7 books - 1. The kingdom of fantasy2. The quest for paradise3. The dragon prophecy4. The amazing voyage5. The volcano of fire6. The search for treasure7.The enchanted charms,"9782015061702, 2015061703  ","Geronimo Stilton: The Kingdom of Fantasy (Pack of 7 books),  (English, Box Set, Geronimo Stilton)"
A. P. Singh,"Chandragupta Vikramaditya (A.D. 380-413), the son of Samudragupta, is one of the most familiar and celebrated names in Indian history. He is remembered for his valour, courage, sense of justice and above all his burning patriotism, due to which he succeeded in expelling the Sakas from Western India. The incidents narrated in this book are based on Devi Chandragupta by Visakhadatta. This work is now lost, but a few passages from it, quoted in other books, give us a glimpse of the events narrated in it. There are also references to episodes in the life of Chandragupta in literary works and inscriptions of a later period. Chandragupta Vikramaditya's reign brought about peace and prosperity to a wide area extending from the Bay of Bengal to the Arabian Sea and from the Himalayas to the Vindhyas. It is perhaps this that won for Chandragupta Vikramaditya a permanent place in the hearts of the people of India. Fa-hien, the Chinese pilgrim who travelled through India for more than ten years (A.D. 400 - 411) during the reign of Chandragupta Vikramaditya has left an interesting record of the country and the life of the people inhabiting it.","9788184821642, 8184821646  ","Vikramaditya,  (English, Paperback, A. P. Singh)"
Shakespeare William,"Edited, introduced and annotated by Cedric Watts, M.A., Ph.D., Emeritus Professor of English, University of Sussex. The Wordsworth Classics' Shakespeare Series presents a newly-edited sequence of William Shakespeare's works. The textual editing takes account of recent scholarship while giving the material a careful reappraisal. The Merchant of Venice is one of Shakespeare's most popular comedies, but it remains deeply controversial.The text may seem anti-Semitic; yet repeatedly, in performance, it has revealed a contrasting nature.Shylock, though vanquished in the law-court, often triumphs in the theatre. In his intensity he can dominatethe play, challenging abrasively its romantic and lyrical affirmations. What results is a bitter-sweet drama. Though The Merchant of Venice offers some of the traditional pleasures of romantic comedy, it also exposesthe operations of prejudice. Thus Shakespeare remains our contemporary.",Drama  ,"The Merchant of Venice,  (English, Paperback, Shakespeare William)"
DK,"The ultimate guide to the LEGO (R) DC Comics (TM) characters and their universe. This awesome LEGO book is a comprehensive visual guide to the full range of LEGO DC Comics (TM) Super Heroes minifigures, including LEGO Batman, LEGO Superman and their friends and foes. Featuring facts and figures about all the characters from the LEGO DC Comics Super Heroes universe - including Green Lantern, The Joker and Wonder Woman - LEGO DC Super Heroes Character Encyclopedia details the sets where each minifigure appears, as well as their special weapons, cool gadgets and amazing vehicles. Plus, it includes a new and exclusive LEGO DC Comics Super Heroes minifigure. LEGO, the LEGO logo, the Brick and Knob configuration and the Minifigure are trademarks of the LEGO Group. (c) 2016 The LEGO Group. Produced by Dorling Kindersley under licence from the LEGO Group. Copyright (c) 2016 DC Comics. All related characters and elements are trademarks of and (c) DC Comics. (s16)",Juvenile Nonfiction  ,"LEGO DC Super Heroes Character Encyclopedia,  (English, Hardcover, DK)"
Uderzo Albert,"A woman bard in Ancient Gaul? A shocking idea, but that's what the Gauls get when the mothers in Asterix's village hire Bravura to teach their children. Although she, Asterix and Obelix are unlikely allies, between them they fight back against Julius Caesar's secret weapon. What can that weapon be? And how can even Cacofonix help?",Comics & Graphic Novels  ,"Asterix: Asterix and the Secret Weapon,  (English, Hardcover, Uderzo Albert)"
Agha Shahid Ali,"The Veiled Suite: The Collected Poems is an anthology of the remarkable poems written by Agha Shahid Ali during his lifetime.Summary Of The BookBlended with the intricacies of European and Urdu traditional cultures, the poetic works of Agha Shahid Ali had the power to transform the ordinary into something extraordinary.The Veiled Suite: The Collected Poems is an anthology of his life works that spans to thirty years of his career as a poet and six successful volumes that he had the chance to publish during his lifetime. This book opens with his last poetic composition The Veiled Suite: The Collected Poems, a canzone, which was published posthumously. He had penned this poem a year prior to his death.This book contains some of his famous poems like Postcard from Kashmir, A Lost Memory of Delhi, Snowmen, Cracked Portraits, Story of a Silence, Poets on Bathroom Walls, Now No Longer Little, Medusa, The Blessed Word: A prologue, Some Visions of the World Cashmere, New Delhi Airport, I have Loved, and many more remarkable poems.From his early works to his mature translations of Ghazals, the readers can evidently see his progression from his directly descriptive poetic works to the dynamic and stratified compositions of his later collections in this book. This is the underlying factor that adds to make The Veiled Suite: The Collected Poems, the ultimate book for his fans.   About Agha Shahid AliAgha Shahid Ali is a prolific Kashmiri-American poet, translator, and editor known for his graphic poetry. He lost his life to brain cancer and breathed his last in Amherst, Massachusetts, in the year 2001.Some of his other poetry collections are compiled in books like A Walk Through the Yellow Pages, A Nostalgist's Map of America, The Half-Inch Himalayas, The Country Without a Post Office, Call Me Ishmael Tonight, and Rooms Are Never Finished.Agha Shahid Ali was born in New Delhi, India, in the year 1949. He attended the University of Kashmir and the Hindu College, Delhi for his graduation and master’s degree. He obtained his PhD degree in English from the Pennsylvania State University in the year 1984. He also owns a Master of Fine Arts degree from the University of Arizona in the year 1985. He worked as a teacher in various reputed colleges likeBennington College, University of Massachusetts Amherst, Baruch College, University of Utah, Warren Wilson College, New York University, and the Hamilton College.Agha Shahid Ali received various honours like Guggenheim Fellowship, Pushcart Prize, and Ingram-Merrill Fellowship. The University of Utah Press patronises the Agha Shahid Ali Poetry Prize in remembrance and a tribute to the famous poet and scholar every year.","9780143068631, 0143068636  ","The Veiled Suite,  (English, Paperback, Agha Shahid Ali)"
Yamamoto Satoshi,"Artwork, sketches and a brand-new manga short story from the artist of the Pokemon Adventures series inspired by the best-selling Pokemon video games! A collection of beautiful full-color art from the Pokemon Adventures graphic novel series! In addition to full-color illustrations of your favorite Pokemon, this vibrant volume also includes exclusive sketches and storyboards, four pull-out posters and a brand-new manga side story published in English for the first time! * Pokemon is one of the most successful franchises of all time with over 279 million video games sold worldwide. * 21.5 billion Pokemon trading cards have been sold in over 74 countries. * Pokemon Go, a mobile collaboration between Pokemon, Nintendo, and Niantic Inc., launched in July 2016 and has been downloaded more than 500 million times worldwide. * An all-new Pokemon animated series of shorts launched in September 2016 on the official Pokemon YouTube channel. * Pokemon Sun and Pokemon Moon launched October 2016. * Pokemon Omega Ruby and Pokemon Alpha Sapphire were the top selling video games across all platforms in 2014 and are the fifth top selling games in the world for the Nintendo 3DS with more than 10.2 million units sold worldwide (The Pokemon Company, through June 2015).",Comics & Graphic Novels  ,"Pokemon Adventures 20th Anniversary Illustration Book,  (English, Paperback, Yamamoto Satoshi)"
Pran's Features,"They say - smaller the trouble, the better it is. This applies appropriately to PINKI, the five-year-old little girl, who is often seen carrying her pet Kut-Kut, the squirrel. This strip was created by cartoonist Pran in 1978. The series became a tremendous hit in short period. . . Many manufactures have used this character on their children goods to promote the sales. The whole neighbourhood of Pinki is scared of menace of her doings. She wants to help uncle Jhapatji busy painting the furniture. """"If you want to help me, go away!"""" He screams. Other characters in the series are, Champu, Bhiku, Didi, Principal Tasmut, PINKI'S parent and grand parents.""","9789383225989, 938322598X  ","Pinki's Height,  (English, Paperback, Pran's Features)"
Goldratt Eliyahu M.,"Alex Rogo is a harried plant manager who has been given 90 days to save his failing factory. If he doesn't improve the plant's performance, corporate headquarters will close it down and hundreds of workers will lose their jobs. It takes a chance meeting with Jonah, a former professor, to help him break out of his conventional thinking and figure out what needs to be done. As Alex identifies the plant's problems and works with his team to find solutions, the reader gains an understanding of the fundamental concepts behind the Theory of Constraints. Visual and fun to read, The Goal: A Business Graphic Novel offers an accessible introduction to the Theory of Constraints concepts presented in The Goal, the business novel on which it was based. The Goal is widely considered to be one of the most influential business books of all time. A bestseller since it was first published in 1984, the business novel has sold over 7 million copies, been translated into 32 languages and is taught in colleges, universities, and business schools around the world. Named to Time magazine's list of the 25 Most Influential Business Management Books, it is frequently cited by executives as a favorite or must-read title.",Comics & Graphic Novels  ,"The Goal,  (English, Paperback, Goldratt Eliyahu M.)"
Tsugumi Ohba�and�Takeshi Obata,"In this first volume of Death Note, the award-winning shounen manga series, a boy holds Japan under his control after finding a book that lets him kill anyone he wants to.Summary of the BookLight Yagami is a brilliant student. His scores are above that of his peers, and he is on a sure way to the best graduate schools in Japan. However, this son of a police chief has no interest in the normal life. When he finds a black book by chance, he opens it to find writing which claims he can kill anyone by writing their name in it. He dismisses the book but gives it a try when criminals harass a pretty girl in his neighbourhood. The book works. In using it he signs a contract with Ryuuk, a Shinigami and promises his soul to him upon death. Soon he sets about killing major criminals and corrupt politicians, believing himself unstoppable. What he doesn't expect is the police to consult a detective known only as L.About the AuthorsTsugumi Ohba is the pseudonym of a Japanese writer. He is best known for Bakuman and the current title.Takeshi Obata is a Japanese manga artist. He is most well-known as the artist of Hikaru No Go.",2010,"Death Note Black,  (Paperback, Tsugumi Ohba�and�Takeshi Obata)"
